Temperature,Humidity,Pressure,Windspeed,Winddirection,Directinclined,Diffuseinclined,Reflected,Globalinclined,Directhoriz,Diffushoriz,Globalhoriz,TopAtm,ClearSkiGHI,Nebulosity,EPEX
277.75065,71.0009,1013.1192,4.4837,30.1548,0,0,0,0,0,0,0,0,0,7.5,57.09
277.671125,71.28705,1013.1231,4.49015,31.17725,0,0,0,0,0,0,0,0,0,7.25,52.8
277.5916,71.5732,1013.127,4.4966,32.1997,0,0,0,0,0,0,0,0,0,7,48.51
277.555275,71.722025,1013.095775,4.5047,33.0959,0,0,0,0,0,0,0,0,0,7.25,47.11
277.51895,71.87085,1013.06455,4.5128,33.9921,0,0,0,0,0,0,0,0,0,7.5,45.71
277.482625,72.019675,1013.033325,4.5209,34.8883,0,0,0,0,0,0,0,0,0,7.75,44.31
277.4463,72.1685,1013.0021,4.529,35.7845,0,0,0,0,0,0,0,0,0,8,42.91
277.39975,72.388125,1012.968925,4.535275,36.526925,0,0,0,0,0,0,0,0,0,8,42.6675
277.3532,72.60775,1012.93575,4.54155,37.26935,0,0,0,0,0,0,0,0,0,8,42.425
277.30665,72.827375,1012.902575,4.547825,38.011775,0,0,0,0,0,0,0,0,0,8,42.1825
277.2601,73.047,1012.8694,4.5541,38.7542,0,0,0,0,0,0,0,0,0,8,41.94
277.203875,73.3228,1012.786275,4.557,39.219025,0,0,0,0,0,0,0,0,0,8,42.24
277.14765,73.5986,1012.70315,4.5599,39.68385,0,0,0,0,0,0,0,0,0,8,42.54
277.091425,73.8744,1012.620025,4.5628,40.148675,0,0,0,0,0,0,0,0,0,8,42.84
277.0352,74.1502,1012.5369,4.5657,40.6135,0,0,0,0,0,0,0,0,0,8,43.14
276.978075,74.39515,1012.481725,4.57685,40.6786,0,0,0,0,0,0,0,0,0,8,41.68
276.92095,74.6401,1012.42655,4.588,40.7437,0,0,0,0,0,0,0,0,0,8,40.22
276.863825,74.88505,1012.371375,4.59915,40.8088,0,0,0,0,0,0,0,0,0,8,38.76
276.8067,75.13,1012.3162,4.6103,40.8739,0,0,0,0,0,0,0,0,0,8,37.3
276.7529,75.333175,1012.231525,4.634025,40.642575,0,0,0,0,0,0,0,0,0,8,37.0475
276.6991,75.53635,1012.14685,4.65775,40.41125,0,0,0,0,0,0,0,0,0,8,36.795
276.6453,75.739525,1012.062175,4.681475,40.179925,0,0,0,0,0,0,0,0,0,8,36.5425
276.5915,75.9427,1011.9775,4.7052,39.9486,0,0,0,0,0,0,0,0,0,8,36.29
276.538175,76.08305,1011.93895,4.722275,39.51775,0,0,0,0,0,0,0,0,0,8,35.2075
276.48485,76.2234,1011.9004,4.73935,39.0869,0,0,0,0,0,0,0,0,0,8,34.125
276.431525,76.36375,1011.86185,4.756425,38.65605,0,0,0,0,0,0,0,0,0,8,33.0425
276.3782,76.5041,1011.8233,4.7735,38.2252,0,0,0,0,0,0,0,0,0,8,31.96
276.413725,76.101675,1011.8115,4.782325,37.687025,0,0,0,0,0,0,0,0,0,8,31.335
276.44925,75.69925,1011.7997,4.79115,37.14885,0,0,0,0,0,0,0,0,0,8,30.71
276.484775,75.296825,1011.7879,4.799975,36.610675,0,0,0,0,0,0,0,0,0,8,30.085
276.5203,74.8944,1011.7761,4.8088,36.0725,0,0,0,0,0,0,0,0,0,8,29.46
276.607775,74.272425,1011.8292,4.7906,35.871975,0,0,0,0,0,0,0,0,0,8,29.26
276.69525,73.65045,1011.8823,4.7724,35.67145,0,0,0,0,0,0,0,0,0,8,29.06
276.782725,73.028475,1011.9354,4.7542,35.470925,0,0,0,0,0,0,0,0,0,8,28.86
276.8702,72.4065,1011.9885,4.736,35.2704,0,0,0,0,0,0,0,0,0,8,28.66
276.973375,71.93505,1012.063125,4.7337,35.6303,0,0.25,0,0.25,0,0.25,0.25,0,0,8,28.8975
277.07655,71.4636,1012.13775,4.7314,35.9902,0,0.5,0,0.5,0,0.5,0.5,0,0,8,29.135
277.179725,70.99215,1012.212375,4.7291,36.3501,0,0.75,0,0.75,0,0.75,0.75,0,0,8,29.3725
277.2829,70.5207,1012.287,4.7268,36.71,0,1,0,1,0,1,1,0,0,8,29.61
277.4604,69.945975,1012.337875,4.704075,37.326275,0.75,6.5,0,7.25,0.5,6.75,7.25,30,0,8,32.0125
277.6379,69.37125,1012.38875,4.68135,37.94255,1.5,12,0,13.5,1,12.5,13.5,60,0,8,34.415
277.8154,68.796525,1012.439625,4.658625,38.558825,2.25,17.5,0,19.75,1.5,18.25,19.75,90,0,8,36.8175
277.9929,68.2218,1012.4905,4.6359,39.1751,3,23,0,26,2,24,26,120,2.0908,8,39.22
278.230825,67.2105,1012.460275,4.60815,40.074075,5.75,36.5,0.25,42.5,4,38,42,177.25,6.5805,8,40.77
278.46875,66.1992,1012.43005,4.5804,40.97305,8.5,50,0.5,59,6,52,58,234.5,12.4275,8,42.32
278.706675,65.1879,1012.399825,4.55265,41.872025,11.25,63.5,0.75,75.5,8,66,74,291.75,19.8776,8,43.87
278.9446,64.1766,1012.3696,4.5249,42.771,14,77,1,92,10,80,90,349,28.2292,8,45.42
279.24875,63.319,1012.31885,4.465425,43.802275,28.75,93,1.25,123,20.5,95.25,115.75,400.25,37.3997,8,44.965
279.5529,62.4614,1012.2681,4.40595,44.83355,43.5,109,1.5,154,31,110.5,141.5,451.5,47.0227,8,44.51
279.85705,61.6038,1012.21735,4.346475,45.864825,58.25,125,1.75,185,41.5,125.75,167.25,502.75,57.1144,8,44.055
280.1612,60.7462,1012.1666,4.287,46.8961,73,141,2,216,52,141,193,554,62.8393,8,43.6
280.577525,59.88365,1012.055625,4.206875,47.687,179.25,142.75,2.75,324.5,128.75,136.75,265.25,595.75,72.3701,8,44.1325
280.99385,59.0211,1011.94465,4.12675,48.4779,285.5,144.5,3.5,433,205.5,132.5,337.5,637.5,81.6698,8,44.665
281.410175,58.15855,1011.833675,4.046625,49.2688,391.75,146.25,4.25,541.5,282.25,128.25,409.75,679.25,90.6493,8,45.1975
281.8265,57.296,1011.7227,3.9665,50.0597,498,148,5,650,359,124,482,721,99.2445,8,45.73
282.22905,56.56725,1011.5034,3.900575,50.2588,403.75,169.5,4.5,577,291,151,441.5,750.5,107.4546,8,46.65
282.6316,55.8385,1011.2841,3.83465,50.4579,309.5,191,4,504,223,178,401,780,115.2645,8,47.57
283.03415,55.10975,1011.0648,3.768725,50.657,215.25,212.5,3.5,431,155,205,360.5,809.5,122.4748,8,48.49
283.4367,54.381,1010.8455,3.7028,50.8561,121,234,3,358,87,232,320,839,129.0323,8,49.41
283.87605,53.634075,1010.65545,3.663825,50.43395,112.75,238.75,3,354.5,81.25,238,319.75,854.25,134.8944,8,47.4325
284.3154,52.88715,1010.4654,3.62485,50.0118,104.5,243.5,3,351,75.5,244,319.5,869.5,140.0242,8,45.455
284.75475,52.140225,1010.27535,3.585875,49.58965,96.25,248.25,3,347.5,69.75,250,319.25,884.75,144.3905,8,43.4775
285.1941,51.3933,1010.0853,3.5469,49.1675,88,253,3,344,64,256,319,900,147.9672,8,41.5
285.443925,51.02995,1009.86725,3.535025,48.280825,193,244.25,3.5,441,139.5,239.75,378.5,899.75,150.7337,8,41.4
285.69375,50.6666,1009.6492,3.52315,47.39415,298,235.5,4,538,215,223.5,438,899.5,152.6741,8,41.3
285.943575,50.30325,1009.43115,3.511275,46.507475,403,226.75,4.5,635,290.5,207.25,497.5,899.25,153.7776,8,41.2
286.1934,49.9399,1009.2131,3.4994,45.6208,508,218,5,732,366,191,557,899,153.9435,8,41.1
286.234675,49.927525,1009.053825,3.512325,44.7045,549,200,5.25,755,395.5,172.75,568.25,883.25,153.1711,8,40.825
286.27595,49.91515,1008.89455,3.52525,43.7882,590,182,5.5,778,425,154.5,579.5,867.5,151.5599,8,40.55
286.317225,49.902775,1008.735275,3.538175,42.8719,631,164,5.75,801,454.5,136.25,590.75,851.75,149.1198,8,40.275
286.3585,49.8904,1008.576,3.5511,41.9556,672,146,6,824,484,118,602,836,145.8654,8,40
286.192175,50.30725,1008.50965,3.540825,40.721825,639,142.75,5.75,787.5,460.25,115.75,576,806,141.8163,7,39.3675
286.02585,50.7241,1008.4433,3.53055,39.48805,606,139.5,5.5,751,436.5,113.5,550,776,136.9968,6,38.735
285.859525,51.14095,1008.37695,3.520275,38.254275,573,136.25,5.25,714.5,412.75,111.25,524,746,131.4364,5,38.1025
285.6932,51.5578,1008.3106,3.51,37.0205,540,133,5,678,389,109,498,716,125.1694,4,37.47
285.3598,52.469375,1008.32975,3.488025,35.426375,498.25,127,4.5,630,359,104.5,463.5,674,118.2356,3.25,36.67
285.0264,53.38095,1008.3489,3.46605,33.83225,456.5,121,4,582,329,100,429,632,110.6913,2.5,35.87
284.693,54.292525,1008.36805,3.444075,32.238125,414.75,115,3.5,534,299,95.5,394.5,590,102.6761,1.75,35.07
284.3596,55.2041,1008.3872,3.4221,30.644,373,109,3,486,269,91,360,548,94.0919,1,34.27
283.744025,57.17725,1008.429775,3.4638,28.24235,323.75,101.75,2.75,428.75,233.25,85.75,319,496.25,84.9879,0.75,34.0725
283.12845,59.1504,1008.47235,3.5055,25.8407,274.5,94.5,2.5,371.5,197.5,80.5,278,444.5,75.5218,0.5,33.875
282.512875,61.12355,1008.514925,3.5472,23.43905,225.25,87.25,2.25,314.25,161.75,75.25,237,392.75,65.7775,0.25,33.6775
281.8973,63.0967,1008.5575,3.5889,21.0374,176,80,2,257,126,70,196,341,55.853,0,33.48
281.4869,64.2188,1008.6577,3.7008,19.884725,137,68.25,1.5,206.25,98.25,60.75,159,283.75,45.8959,0,34.7225
281.0765,65.3409,1008.7579,3.8127,18.73205,98,56.5,1,155.5,70.5,51.5,122,226.5,36.363,0,35.965
280.6661,66.463,1008.8581,3.9246,17.579375,59,44.75,0.5,104.75,42.75,42.25,85,169.25,27.1735,0,37.2075
280.2557,67.5851,1008.9583,4.0365,16.4267,20,33,0,54,15,33,48,112,18.851,0,38.45
280.004725,68.4654,1008.9378,4.059525,15.9168,15,25,0,40.75,11.25,25,36.25,84,11.3476,0,40.36
279.75375,69.3457,1008.9173,4.08255,15.4069,10,17,0,27.5,7.5,17,24.5,56,5.7939,0,42.27
279.502775,70.226,1008.8968,4.105575,14.897,5,9,0,14.25,3.75,9,12.75,28,1.3808,0,44.18
279.2518,71.1063,1008.8763,4.1286,14.3871,0,1,0,1,0,1,1,0,0,0,46.09
279.009425,72.0282,1008.848425,4.09,13.7664,0,0.75,0,0.75,0,0.75,0.75,0,0,0,48.3175
278.76705,72.9501,1008.82055,4.0514,13.1457,0,0.5,0,0.5,0,0.5,0.5,0,0,0,50.545
278.524675,73.872,1008.792675,4.0128,12.525,0,0.25,0,0.25,0,0.25,0.25,0,0,0,52.7725
278.2823,74.7939,1008.7648,3.9742,11.9043,0,0,0,0,0,0,0,0,0,0,55
278.069425,75.501525,1008.7206,3.91365,11.707525,0,0,0,0,0,0,0,0,0,0,53.71
277.85655,76.20915,1008.6764,3.8531,11.51075,0,0,0,0,0,0,0,0,0,0,52.42
277.643675,76.916775,1008.6322,3.79255,11.313975,0,0,0,0,0,0,0,0,0,0,51.13
277.4308,77.6244,1008.588,3.732,11.1172,0,0,0,0,0,0,0,0,0,0,49.84
277.23775,78.165275,1008.53185,3.6842,10.709075,0,0,0,0,0,0,0,0,0,0,48.09
277.0447,78.70615,1008.4757,3.6364,10.30095,0,0,0,0,0,0,0,0,0,0,46.34
276.85165,79.247025,1008.41955,3.5886,9.892825,0,0,0,0,0,0,0,0,0,0,44.59
276.6586,79.7879,1008.3634,3.5408,9.4847,0,0,0,0,0,0,0,0,0,0,42.84
276.534125,79.856925,1008.269325,3.514,8.5532,0,0,0,0,0,0,0,0,0,0,43.505
276.40965,79.92595,1008.17525,3.4872,7.6217,0,0,0,0,0,0,0,0,0,0,44.17
276.285175,79.994975,1008.081175,3.4604,6.6902,0,0,0,0,0,0,0,0,0,0,44.835
276.1607,80.064,1007.9871,3.4336,5.7587,0,0,0,0,0,0,0,0,0,0,45.5
276.16315,79.224875,1007.917075,3.413875,4.770625,0,0,0,0,0,0,0,0,0,0,45.6975
276.1656,78.38575,1007.84705,3.39415,3.78255,0,0,0,0,0,0,0,0,0,0,45.895
276.16805,77.546625,1007.777025,3.374425,2.794475,0,0,0,0,0,0,0,0,0,0,46.0925
276.1705,76.7075,1007.707,3.3547,1.8064,0,0,0,0,0,0,0,0,0,0,46.29
276.187425,75.914975,1007.6788,3.360575,91.074525,0,0,0,0,0,0,0,0,0,0,46.9675
276.20435,75.12245,1007.6506,3.36645,180.34265,0,0,0,0,0,0,0,0,0,0,47.645
276.221275,74.329925,1007.6224,3.372325,269.610775,0,0,0,0,0,0,0,0,0,0,48.3225
276.2382,73.5374,1007.5942,3.3782,358.8789,0,0,0,0,0,0,0,0,0,0,49
276.173125,73.368925,1007.675275,3.431475,358.9376,0,0,0,0,0,0,0,0,0,0,47.7275
276.10805,73.20045,1007.75635,3.48475,358.9963,0,0,0,0,0,0,0,0,0,0,46.455
276.042975,73.031975,1007.837425,3.538025,359.055,0,0,0,0,0,0,0,0,0,0,45.1825
275.9779,72.8635,1007.9185,3.5913,359.1137,0,0,0,0,0,0,0,0,0,0,43.91
275.845,73.1144,1007.953675,3.611575,269.4567,0,0,0,0,0,0,0,0,0,0,43.3075
275.7121,73.3653,1007.98885,3.63185,179.7997,0,0,0,0,0,0,0,0,0,0,42.705
275.5792,73.6162,1008.024025,3.652125,90.1427,0,0,0,0,0,0,0,0,0,0,42.1025
275.4463,73.8671,1008.0592,3.6724,0.4857,0,0,0,0,0,0,0,0,0,0,41.5
275.284975,74.410325,1008.050525,3.61405,0.59315,0,0,0,0,0,0,0,0,0,0,40.71
275.12365,74.95355,1008.04185,3.5557,0.7006,0,0,0,0,0,0,0,0,0,0,39.92
274.962325,75.496775,1008.033175,3.49735,0.80805,0,0,0,0,0,0,0,0,0,0,39.13
274.801,76.04,1008.0245,3.439,0.9155,0,0,0,0,0,0,0,0,0,0,38.34
274.7697,76.016675,1008.086975,3.407675,0.8655,0,0,0,0,0,0,0,0,0,0,37.5175
274.7384,75.99335,1008.14945,3.37635,0.8155,0,0,0,0,0,0,0,0,0,0,36.695
274.7071,75.970025,1008.211925,3.345025,0.7655,0,0,0,0,0,0,0,0,0,0,35.8725
274.6758,75.9467,1008.2744,3.3137,0.7155,0,0,0,0,0,0,0,0,0,0,35.05
274.879825,74.8553,1008.31485,3.3005,0.6284,0,0.5,0,0.5,0,0.5,0.5,0,0,1.75,35.8325
275.08385,73.7639,1008.3553,3.2873,0.5413,0,1,0,1,0,1,1,0,0,3.5,36.615
275.287875,72.6725,1008.39575,3.2741,0.4542,0,1.5,0,1.5,0,1.5,1.5,0,0,5.25,37.3975
275.4919,71.5811,1008.4362,3.2609,0.3671,0,2,0,2,0,2,2,0,0,7,38.18
275.7363,70.71115,1008.50555,3.229275,0.571975,4,10.5,0,14.75,3,10.75,13.5,32.75,0,7,38.4725
275.9807,69.8412,1008.5749,3.19765,0.77685,8,19,0,27.5,6,19.5,25,65.5,0,7,38.765
276.2251,68.97125,1008.64425,3.166025,0.981725,12,27.5,0,40.25,9,28.25,36.5,98.25,0.0454,7,39.0575
276.4695,68.1013,1008.7136,3.1344,1.1866,16,36,0,53,12,37,48,131,2.5392,7,39.35
276.7637,67.336775,1008.76935,3.174175,1.698675,32.5,51.75,0.25,85.5,24,51.75,75,188,6.7901,7,39.715
277.0579,66.57225,1008.8251,3.21395,2.21075,49,67.5,0.5,118,36,66.5,102,245,12.5674,7,40.08
277.3521,65.807725,1008.88085,3.253725,2.722825,65.5,83.25,0.75,150.5,48,81.25,129,302,19.702,7,40.445
277.6463,65.0432,1008.9366,3.2935,3.2349,82,99,1,183,60,96,156,359,27.9007,7,40.81
278.117975,64.240925,1008.9301,3.38615,4.283025,69.5,107.5,1,178.75,50.75,106,157,410.25,36.8794,7,41.3825
278.58965,63.43865,1008.9236,3.4788,5.33115,57,116,1,174.5,41.5,116,158,461.5,46.4539,7,41.955
279.061325,62.636375,1008.9171,3.57145,6.379275,44.5,124.5,1,170.25,32.25,126,159,512.75,56.48,7,42.5275
279.533,61.8341,1008.9106,3.6641,7.4274,32,133,1,166,23,136,160,564,66.4612,7,43.1
279.999825,60.9878,1008.896775,3.778725,8.52795,33.25,144.75,1.25,179.5,24,148.25,173,605.5,76.2747,7,43.6
280.46665,60.1415,1008.88295,3.89335,9.6285,34.5,156.5,1.5,193,25,160.5,186,647,85.8183,7,44.1
280.933475,59.2952,1008.869125,4.007975,10.72905,35.75,168.25,1.75,206.5,26,172.75,199,688.5,95.0046,7,44.6
281.4003,58.4489,1008.8553,4.1226,11.8296,37,180,2,220,27,185,212,730,104.0766,7,45.1
282.014625,56.620875,1008.82505,4.245975,12.15425,32.75,176.5,2,211.75,23.75,181.75,205.75,759.25,113.0938,7,44.585
282.62895,54.79285,1008.7948,4.36935,12.4789,28.5,173,2,203.5,20.5,178.5,199.5,788.5,121.6596,7,44.07
283.243275,52.964825,1008.76455,4.492725,12.80355,24.25,169.5,2,195.25,17.25,175.25,193.25,817.75,129.6096,7,43.555
283.8576,51.1368,1008.7343,4.6161,13.1282,20,166,2,187,14,172,187,847,136.8945,7,43.04
284.17275,50.037025,1008.6428,4.63035,12.54145,52,189,2.25,242.5,37.25,192.5,230.5,862,143.471,7,42.9975
284.4879,48.93725,1008.5513,4.6446,11.9547,84,212,2.5,298,60.5,213,274,877,149.3022,7,42.955
284.80305,47.837475,1008.4598,4.65885,11.36795,116,235,2.75,353.5,83.75,233.5,317.5,892,154.3568,7,42.9125
285.1182,46.7377,1008.3683,4.6731,10.7812,148,258,3,409,107,254,361,907,158.6294,7,42.87
285.1125,46.4535,1008.2029,4.7069,9.7681,154.25,254.5,3,412,111.75,250,361.5,906.5,162.108,7,43.625
285.1068,46.1693,1008.0375,4.7407,8.755,160.5,251,3,415,116.5,246,362,906,164.7786,7,44.38
285.1011,45.8851,1007.8721,4.7745,7.7419,166.75,247.5,3,418,121.25,242,362.5,905.5,170.6627,7,45.135
285.0954,45.6009,1007.7067,4.8083,6.7288,173,244,3,421,126,238,363,905,173.1585,7,45.89
284.9658,45.621275,1007.614975,4.9301,6.104675,135.25,226,2.75,364.5,98.5,223,320.75,889,172.5201,7,45.88
284.8362,45.64165,1007.52325,5.0519,5.48055,97.5,208,2.5,308,71,208,278.5,873,171.0176,7,45.87
284.7066,45.662025,1007.431525,5.1737,4.856425,59.75,190,2.25,251.5,43.5,193,236.25,857,168.6655,7,45.86
284.577,45.6824,1007.3398,5.2955,4.2323,22,172,2,195,16,178,194,841,165.4766,7,45.85
284.311075,45.925975,1007.291025,5.485225,3.78635,19.75,160.25,1.75,181,14.5,166,180.5,811,161.4685,7,45.31
284.04515,46.16955,1007.24225,5.67495,3.3404,17.5,148.5,1.5,167,13,154,167,781,156.6651,7,44.77
283.779225,46.413125,1007.193475,5.864675,2.89445,15.25,136.75,1.25,153,11.5,142,153.5,751,151.0943,7,44.23
283.5133,46.6567,1007.1447,6.0544,2.4485,13,125,1,139,10,130,140,721,144.7884,7,43.69
283.1744,47.33765,1007.186925,6.175075,2.469125,13.25,120.75,1,135,10,125.5,135.5,678.5,137.7837,7,42.5125
282.8355,48.0186,1007.22915,6.29575,2.48975,13.5,116.5,1,131,10,121,131,636,130.1193,7,41.335
282.4966,48.69955,1007.271375,6.416425,2.510375,13.75,112.25,1,127,10,116.5,126.5,593.5,121.7964,7,40.1575
282.1577,49.3805,1007.3136,6.5371,2.531,14,108,1,123,10,112,122,551,112.7047,7,38.98
281.7137,50.9326,1007.42095,6.528475,2.5957,12.75,97.5,1,111.25,9,101.25,110.25,499.5,102.9161,7,38.7575
281.2697,52.4847,1007.5283,6.51985,2.6604,11.5,87,1,99.5,8,90.5,98.5,448,92.6679,7,38.535
280.8257,54.0368,1007.63565,6.511225,2.7251,10.25,76.5,1,87.75,7,79.75,86.75,396.5,82.0389,7,38.3125
280.3817,55.5889,1007.743,6.5026,2.7898,9,66,1,76,6,69,75,345,71.1091,7,38.09
280.042075,56.8134,1007.914625,6.56075,3.12425,7.25,54.5,0.75,62.5,5,57,61.75,287.5,59.9727,7,39.74
279.70245,58.0379,1008.08625,6.6189,3.4587,5.5,43,0.5,49,4,45,48.5,230,48.7848,7,41.39
279.362825,59.2624,1008.257875,6.67705,3.79315,3.75,31.5,0.25,35.5,3,33,35.25,172.5,37.659,7,43.04
279.0232,60.4869,1008.4295,6.7352,4.1276,2,20,0,22,2,21,22,115,26.9635,7,44.69
278.7921,61.536075,1008.58685,6.7289,4.866,1.5,15.25,0,16.75,1.5,16,16.75,86.25,16.8821,7,47.2425
278.561,62.58525,1008.7442,6.7226,5.6044,1,10.5,0,11.5,1,11,11.5,57.5,8.8301,7,49.795
278.3299,63.634425,1008.90155,6.7163,6.3428,0.5,5.75,0,6.25,0.5,6,6.25,28.75,2.4104,7,52.3475
278.0988,64.6836,1009.0589,6.71,7.0812,0,1,0,1,0,1,1,0,0,7,54.9
277.9322,65.7288,1009.082175,6.640075,8.088125,0,0.75,0,0.75,0,0.75,0.75,0,0,7,57.0475
277.7656,66.774,1009.10545,6.57015,9.09505,0,0.5,0,0.5,0,0.5,0.5,0,0,7,59.195
277.599,67.8192,1009.128725,6.500225,10.101975,0,0.25,0,0.25,0,0.25,0.25,0,0,7,61.3425
277.4324,68.8644,1009.152,6.4303,11.1089,0,0,0,0,0,0,0,0,0,7,63.49
277.340875,69.580725,1009.16685,6.364525,12.069175,0,0,0,0,0,0,0,0,0,7,60.9075
277.24935,70.29705,1009.1817,6.29875,13.02945,0,0,0,0,0,0,0,0,0,7,58.325
277.157825,71.013375,1009.19655,6.232975,13.989725,0,0,0,0,0,0,0,0,0,7,55.7425
277.0663,71.7297,1009.2114,6.1672,14.95,0,0,0,0,0,0,0,0,0,7,53.16
277.0277,72.0282,1009.21995,6.131275,15.63645,0,0,0,0,0,0,0,0,0,7,52.3625
276.9891,72.3267,1009.2285,6.09535,16.3229,0,0,0,0,0,0,0,0,0,7,51.565
276.9505,72.6252,1009.23705,6.059425,17.00935,0,0,0,0,0,0,0,0,0,7,50.7675
276.9119,72.9237,1009.2456,6.0235,17.6958,0,0,0,0,0,0,0,0,0,7,49.97
276.881875,73.01255,1009.16815,5.9907,18.054225,0,0,0,0,0,0,0,0,0,7,49.3525
276.85185,73.1014,1009.0907,5.9579,18.41265,0,0,0,0,0,0,0,0,0,7,48.735
276.821825,73.19025,1009.01325,5.9251,18.771075,0,0,0,0,0,0,0,0,0,7,48.1175
276.7918,73.2791,1008.9358,5.8923,19.1295,0,0,0,0,0,0,0,0,0,7,47.5
276.747525,73.318425,1008.885275,5.889525,19.4057,0,0,0,0,0,0,0,0,0,7,46.9975
276.70325,73.35775,1008.83475,5.88675,19.6819,0,0,0,0,0,0,0,0,0,7,46.495
276.658975,73.397075,1008.784225,5.883975,19.9581,0,0,0,0,0,0,0,0,0,7,45.9925
276.6147,73.4364,1008.7337,5.8812,20.2343,0,0,0,0,0,0,0,0,0,7,45.49
276.55245,73.41925,1008.68645,5.893575,20.6442,0,0,0,0,0,0,0,0,0,7,44.6175
276.4902,73.4021,1008.6392,5.90595,21.0541,0,0,0,0,0,0,0,0,0,7,43.745
276.42795,73.38495,1008.59195,5.918325,21.464,0,0,0,0,0,0,0,0,0,7,42.8725
276.3657,73.3678,1008.5447,5.9307,21.8739,0,0,0,0,0,0,0,0,0,7,42
276.30155,73.262375,1008.536525,5.942225,22.3965,0,0,0,0,0,0,0,0,0,7,40.5175
276.2374,73.15695,1008.52835,5.95375,22.9191,0,0,0,0,0,0,0,0,0,7,39.035
276.17325,73.051525,1008.520175,5.965275,23.4417,0,0,0,0,0,0,0,0,0,7,37.5525
276.1091,72.9461,1008.512,5.9768,23.9643,0,0,0,0,0,0,0,0,0,7,36.07
276.056275,72.8217,1008.46655,5.971975,24.4889,0,0,0,0,0,0,0,0,0,7,34.8775
276.00345,72.6973,1008.4211,5.96715,25.0135,0,0,0,0,0,0,0,0,0,7,33.685
275.950625,72.5729,1008.37565,5.962325,25.5381,0,0,0,0,0,0,0,0,0,7,32.4925
275.8978,72.4485,1008.3302,5.9575,26.0627,0,0,0,0,0,0,0,0,0,7,31.3
275.854175,72.419675,1008.3698,5.95475,26.553525,0,0,0,0,0,0,0,0,0,7,30.345
275.81055,72.39085,1008.4094,5.952,27.04435,0,0,0,0,0,0,0,0,0,7,29.39
275.766925,72.362025,1008.449,5.94925,27.535175,0,0,0,0,0,0,0,0,0,7,28.435
275.7233,72.3332,1008.4886,5.9465,28.026,0,0,0,0,0,0,0,0,0,7,27.48
275.704,72.315825,1008.5302,5.9544,28.5248,0,0,0,0,0,0,0,0,0,7,27.0375
275.6847,72.29845,1008.5718,5.9623,29.0236,0,0,0,0,0,0,0,0,0,7,26.595
275.6654,72.281075,1008.6134,5.9702,29.5224,0,0,0,0,0,0,0,0,0,7,26.1525
275.6461,72.2637,1008.655,5.9781,30.0212,0,0,0,0,0,0,0,0,0,7,25.71
275.772075,71.8127,1008.7305,5.9647,30.814325,0,0.25,0,0.25,0,0.25,0.5,0.25,0,7,25.2175
275.89805,71.3617,1008.806,5.9513,31.60745,0,0.5,0,0.5,0,0.5,1,0.5,0,7,24.725
276.024025,70.9107,1008.8815,5.9379,32.400575,0,0.75,0,0.75,0,0.75,1.5,0.75,0,7,24.2325
276.15,70.4597,1008.957,5.9245,33.1937,0,1,0,1,0,1,2,1,0,7,23.74
276.48085,69.469375,1008.991,5.88685,34.296525,0.75,7.5,0,8.25,0.5,7.75,9,35.25,0,7,23.5875
276.8117,68.47905,1009.025,5.8492,35.39935,1.5,14,0,15.5,1,14.5,16,69.5,0,7,23.435
277.14255,67.488725,1009.059,5.81155,36.502175,2.25,20.5,0,22.75,1.5,21.25,23,103.75,0.2051,7,23.2825
277.4734,66.4984,1009.093,5.7739,37.605,3,27,0,30,2,28,30,138,4.3145,7,23.13
277.84815,65.160675,1009.11005,5.883425,39.2105,8.5,43,0.25,51.75,6.25,44.25,50.5,195,10.7088,7.25,23.2
278.2229,63.82295,1009.1271,5.99295,40.816,14,59,0.5,73.5,10.5,60.5,71,252,19.2351,7.5,23.27
278.59765,62.485225,1009.14415,6.102475,42.4215,19.5,75,0.75,95.25,14.75,76.75,91.5,309,29.0388,7.75,23.34
278.9724,61.1475,1009.1612,6.212,44.027,25,91,1,117,19,93,112,366,39.5665,8,23.41
279.3203,59.8898,1009.10465,6.250375,45.39515,25.75,102.75,1.25,129.75,19.5,105.25,124.75,417.25,50.4436,8,24.685
279.6682,58.6321,1009.0481,6.28875,46.7633,26.5,114.5,1.5,142.5,20,117.5,137.5,468.5,61.4976,8,25.96
280.0161,57.3744,1008.99155,6.327125,48.13145,27.25,126.25,1.75,155.25,20.5,129.75,150.25,519.75,72.5369,8,27.235
280.364,56.1167,1008.935,6.3655,49.4996,28,138,2,168,21,142,163,571,83.3326,8,28.51
280.954125,54.440875,1008.850075,6.352575,50.2625,28.5,146,2,176.5,21.25,150.5,171.75,612.5,93.8926,8,27.4925
281.54425,52.76505,1008.76515,6.33965,51.0254,29,154,2,185,21.5,159,180.5,654,104.0916,8,26.475
282.134375,51.089225,1008.680225,6.326725,51.7883,29.5,162,2,193.5,21.75,167.5,189.25,695.5,113.844,8,25.4575
282.7245,49.4134,1008.5953,6.3138,52.5512,30,170,2,202,22,176,198,737,123.0593,8,24.44
282.946275,48.55555,1008.505275,6.318175,53.166325,57.25,185.75,2.25,245.25,41.75,189.5,231.25,766.25,131.677,8,24.275
283.16805,47.6977,1008.41525,6.32255,53.78145,84.5,201.5,2.5,288.5,61.5,203,264.5,795.5,139.6735,8,24.11
