Temperature,Humidity,Pressure,Windspeed,Winddirection,Directinclined,Diffuseinclined,Reflected,Globalinclined,Directhoriz,Diffushoriz,Globalhoriz,TopAtm,ClearSkiGHI,Nebulosity,EPEX
303.62335,20.89235,1002.6475,2.94935,139.8505,704,146.5,7.5,857.5,623,134,757,1014,200.7696,3,15.475
303.514575,20.969425,1002.5029,2.986975,140.89935,676.5,142.75,7.25,825.75,602.5,131,733.5,986,195.2484,3,15.1375
303.4058,21.0465,1002.3583,3.0246,141.9482,649,139,7,794,582,128,710,958,189.0565,3,14.8
303.1706,21.2177,1002.214825,3.062175,143.301125,607.75,135,6.5,748.5,550.5,125.25,675.75,919,182.2258,2.75,14.16
302.9354,21.3889,1002.07135,3.09975,144.65405,566.5,131,6,703,519,122.5,641.5,880,174.7914,2.5,13.52
302.7002,21.5601,1001.927875,3.137325,146.006975,525.25,127,5.5,657.5,487.5,119.75,607.25,841,166.7922,2.25,12.88
302.465,21.7313,1001.7844,3.1749,147.3599,484,123,5,612,456,117,573,802,158.3194,2,12.24
302.1012,22.5122,1001.691775,3.154425,148.054675,438.25,117,4.75,559.75,420,112.75,532.75,754.5,149.4161,2,12.995
301.7374,23.2931,1001.59915,3.13395,148.74945,392.5,111,4.5,507.5,384,108.5,492.5,707,140.0434,2,13.75
301.3736,24.074,1001.506525,3.113475,149.444225,346.75,105,4.25,455.25,348,104.25,452.25,659.5,130.3285,2,14.505
301.0098,24.8549,1001.4139,3.093,150.139,301,99,4,403,312,100,412,612,120.2864,2,15.26
300.325575,27.3964,1001.4018,3.07425,149.443375,255.75,92.25,3.5,350.75,273.5,95,368.5,559.25,109.979,2,15.5375
299.64135,29.9379,1001.3897,3.0555,148.74775,210.5,85.5,3,298.5,235,90,325,506.5,99.467,2,15.815
298.957125,32.4794,1001.3776,3.03675,148.052125,165.25,78.75,2.5,246.25,196.5,85,281.5,453.75,88.812,2,16.0925
298.2729,35.0209,1001.3655,3.018,147.3565,120,72,2,194,158,80,238,401,78.0838,2,16.37
297.741175,35.638375,1001.38065,3.140525,146.895675,91.5,65,1.75,158,123.75,72.5,196.5,346.75,67.3583,2.75,17.8675
297.20945,36.25585,1001.3958,3.26305,146.43485,63,58,1.5,122,89.5,65,155,292.5,56.7196,3.5,19.365
296.677725,36.873325,1001.41095,3.385575,145.974025,34.5,51,1.25,86,55.25,57.5,113.5,238.25,46.3324,4.25,20.8625
296.146,37.4908,1001.4261,3.5081,145.5132,6,44,1,50,21,50,72,184,36.3017,5,22.36
295.937825,37.515275,1001.434,3.683875,145.769025,4.5,34.5,0.75,39,15.75,39,55.5,141.5,26.7833,4.5,23.1525
295.72965,37.53975,1001.4419,3.85965,146.02485,3,25,0.5,28,10.5,28,39,99,18.0263,4,23.945
295.521475,37.564225,1001.4498,4.035425,146.280675,1.5,15.5,0.25,17,5.25,17,22.5,56.5,10.4615,3.5,24.7375
295.3133,37.5887,1001.4577,4.2112,146.5365,0,6,0,6,0,6,6,14,4.7309,3,25.53
295.13095,37.7737,1001.400225,4.372375,147.08255,0,4.5,0,4.5,0,4.5,4.5,10.5,0.501,4,25.5625
294.9486,37.9587,1001.34275,4.53355,147.6286,0,3,0,3,0,3,3,7,0,5,25.595
294.76625,38.1437,1001.285275,4.694725,148.17465,0,1.5,0,1.5,0,1.5,1.5,3.5,0,6,25.6275
294.5839,38.3287,1001.2278,4.8559,148.7207,0,0,0,0,0,0,0,0,0,7,25.66
294.4007,38.7127,1001.2159,4.952925,149.86745,0,0,0,0,0,0,0,0,0,6.75,25.6975
294.2175,39.0967,1001.204,5.04995,151.0142,0,0,0,0,0,0,0,0,0,6.5,25.735
294.0343,39.4807,1001.1921,5.146975,152.16095,0,0,0,0,0,0,0,0,0,6.25,25.7725
293.8511,39.8647,1001.1802,5.244,153.3077,0,0,0,0,0,0,0,0,0,6,25.81
293.6576,40.500525,1001.17285,5.27925,155.11675,0,0,0,0,0,0,0,0,0,6,26.845
293.4641,41.13635,1001.1655,5.3145,156.9258,0,0,0,0,0,0,0,0,0,6,27.88
293.2706,41.772175,1001.15815,5.34975,158.73485,0,0,0,0,0,0,0,0,0,6,28.915
293.0771,42.408,1001.1508,5.385,160.5439,0,0,0,0,0,0,0,0,0,6,29.95
292.86725,43.250425,1001.122725,5.388525,162.59875,0,0,0,0,0,0,0,0,0,5,28.72
292.6574,44.09285,1001.09465,5.39205,164.6536,0,0,0,0,0,0,0,0,0,4,27.49
292.44755,44.935275,1001.066575,5.395575,166.70845,0,0,0,0,0,0,0,0,0,3,26.26
292.2377,45.7777,1001.0385,5.3991,168.7633,0,0,0,0,0,0,0,0,0,2,25.03
292.00825,46.7451,1001.00005,5.360775,171.201325,0,0,0,0,0,0,0,0,0,1.75,25.3175
291.7788,47.7125,1000.9616,5.32245,173.63935,0,0,0,0,0,0,0,0,0,1.5,25.605
291.54935,48.6799,1000.92315,5.284125,176.077375,0,0,0,0,0,0,0,0,0,1.25,25.8925
291.3199,49.6473,1000.8847,5.2458,178.5154,0,0,0,0,0,0,0,0,0,1,26.18
291.088625,50.548475,1000.88455,5.161775,181.469225,0,0,0,0,0,0,0,0,0,1,24.875
290.85735,51.44965,1000.8844,5.07775,184.42305,0,0,0,0,0,0,0,0,0,1,23.57
290.626075,52.350825,1000.88425,4.993725,187.376875,0,0,0,0,0,0,0,0,0,1,22.265
290.3948,53.252,1000.8841,4.9097,190.3307,0,0,0,0,0,0,0,0,0,1,20.96
290.20665,53.7963,1000.8664,4.801875,193.72545,0,0,0,0,0,0,0,0,0,1,20.365
290.0185,54.3406,1000.8487,4.69405,197.1202,0,0,0,0,0,0,0,0,0,1,19.77
289.83035,54.8849,1000.831,4.586225,200.51495,0,0,0,0,0,0,0,0,0,1,19.175
289.6422,55.4292,1000.8133,4.4784,203.9097,0,0,0,0,0,0,0,0,0,1,18.58
289.542725,55.556425,1000.84895,4.393725,207.3174,0,0,0,0,0,0,0,0,0,0.75,17.685
289.44325,55.68365,1000.8846,4.30905,210.7251,0,0,0,0,0,0,0,0,0,0.5,16.79
289.343775,55.810875,1000.92025,4.224375,214.1328,0,0,0,0,0,0,0,0,0,0.25,15.895
289.2443,55.9381,1000.9559,4.1397,217.5405,0,0,0,0,0,0,0,0,0,0,15
289.61935,54.931925,1001.08575,4.0507,220.03345,0,2.25,0,2.25,0,2.25,2.5,5.5,0,0,14.7725
289.9944,53.92575,1001.2156,3.9617,222.5264,0,4.5,0,4.5,0,4.5,5,11,0,0,14.545
290.36945,52.919575,1001.34545,3.8727,225.01935,0,6.75,0,6.75,0,6.75,7.5,16.5,0,0,14.3175
290.7445,51.9134,1001.4753,3.7837,227.5123,0,9,0,9,0,9,10,22,0,0,14.09
291.322425,50.253325,1001.550725,3.595575,228.87105,3.75,17.75,0.25,21.75,10.75,20,31.75,67.75,0,0,15.61
291.90035,48.59325,1001.62615,3.40745,230.2298,7.5,26.5,0.5,34.5,21.5,31,53.5,113.5,1.9493,0,17.13
292.478275,46.933175,1001.701575,3.219325,231.58855,11.25,35.25,0.75,47.25,32.25,42,75.25,159.25,7.8367,0,18.65
293.0562,45.2731,1001.777,3.0312,232.9473,15,44,1,60,43,53,97,205,14.5657,0,20.17
293.9079,43.28375,1001.85235,2.944375,233.63335,46.5,51.25,1.25,99.25,77,59.75,137.5,259.5,23.0819,0,21.4375
294.7596,41.2944,1001.9277,2.85755,234.3194,78,58.5,1.5,138.5,111,66.5,178,314,32.5332,0,22.705
295.6113,39.30505,1002.00305,2.770725,235.00545,109.5,65.75,1.75,177.75,145,73.25,218.5,368.5,42.6073,0,23.9725
296.463,37.3157,1002.0784,2.6839,235.6915,141,73,2,217,179,80,259,423,53.0074,0,25.24
297.37845,34.565675,1002.109975,2.8126,236.888675,186,80.25,2.5,269.5,215.75,85.5,301.25,475.25,63.6528,0.25,25.375
298.2939,31.81565,1002.14155,2.9413,238.08585,231,87.5,3,322,252.5,91,343.5,527.5,74.4173,0.5,25.51
299.20935,29.065625,1002.173125,3.07,239.283025,276,94.75,3.5,374.5,289.25,96.5,385.75,579.75,85.2017,0.75,25.645
300.1248,26.3156,1002.2047,3.1987,240.4802,321,102,4,427,326,102,428,632,95.93,1,25.78
300.72885,25.131,1002.266225,3.28655,239.525525,366.5,107.75,4.25,478.5,361.5,106.25,467.75,678.75,106.5327,0.75,28.9725
301.3329,23.9464,1002.32775,3.3744,238.57085,412,113.5,4.5,530,397,110.5,507.5,725.5,116.9441,0.5,32.165
301.93695,22.7618,1002.389275,3.46225,237.616175,457.5,119.25,4.75,581.5,432.5,114.75,547.25,772.25,127.094,0.25,35.3575
302.541,21.5772,1002.4508,3.5501,236.6615,503,125,5,633,468,119,587,819,136.9319,0,38.55
302.997775,20.9477,1002.44075,3.61025,235.126175,541,129.75,5.5,676.25,496.75,122.5,619.25,857,146.4067,0,38.1925
303.45455,20.3182,1002.4307,3.6704,233.59085,579,134.5,6,719.5,525.5,126,651.5,895,155.467,0,37.835
303.911325,19.6887,1002.42065,3.73055,232.055525,617,139.25,6.5,762.75,554.25,129.5,683.75,933,164.0647,0,37.4775
304.3681,19.0592,1002.4106,3.7907,230.5202,655,144,7,806,583,133,716,971,172.1298,0,37.12
304.688925,18.7679,1002.333925,3.8229,229.005125,680.5,148,7.25,835.5,602,136,738,997.5,179.616,0.25,36.8175
305.00975,18.4766,1002.25725,3.8551,227.49005,706,152,7.5,865,621,139,760,1024,186.5075,0.5,36.515
305.330575,18.1853,1002.180575,3.8873,225.974975,731.5,156,7.75,894.5,640,142,782,1050.5,192.7899,0.75,36.2125
305.6514,17.894,1002.1039,3.9195,224.4599,757,160,8,924,659,145,804,1077,198.4313,1,35.91
305.862525,17.82625,1001.978425,3.94595,222.913925,765,163.75,8,936,664.5,148.25,812.75,1090,203.3841,1,35.75
306.07365,17.7585,1001.85295,3.9724,221.36795,773,167.5,8,948,670,151.5,821.5,1103,207.6232,1,35.59
306.284775,17.69075,1001.727475,3.99885,219.821975,781,171.25,8,960,675.5,154.75,830.25,1116,211.1273,1,35.43
306.4959,17.623,1001.602,4.0253,218.276,789,175,8,972,681,158,839,1129,213.8788,1,35.27
306.5852,17.72185,1001.4334,4.0664,216.858875,793.5,172.75,8,974.25,685,155.75,840.75,1128,215.8637,1.25,35.475
306.6745,17.8207,1001.2648,4.1075,215.44175,798,170.5,8,976.5,689,153.5,842.5,1127,217.072,1.5,35.68
306.7638,17.91955,1001.0962,4.1486,214.024625,802.5,168.25,8,978.75,693,151.25,844.25,1126,217.4977,1.75,35.885
306.8531,18.0184,1000.9276,4.1897,212.6075,807,166,8,981,697,149,846,1125,217.1143,2,36.09
306.8222,18.246925,1000.76125,4.2457,211.5865,775.5,170.25,7.75,953.5,671.5,153.75,825.25,1110,215.9235,2.5,35.9875
306.7913,18.47545,1000.5949,4.3017,210.5655,744,174.5,7.5,926,646,158.5,804.5,1095,213.9553,3,35.885
306.7604,18.703975,1000.42855,4.3577,209.5445,712.5,178.75,7.25,898.5,620.5,163.25,783.75,1080,211.2192,3.5,35.7825
306.7295,18.9325,1000.2622,4.4137,208.5235,681,183,7,871,595,168,763,1065,207.7287,4,35.68
306.539975,19.212025,1000.0393,4.408425,208.171275,664.5,175,6.75,846.25,583.75,161,744.75,1037,203.501,4,35.42
306.35045,19.49155,999.8164,4.40315,207.81905,648,167,6.5,821.5,572.5,154,726.5,1009,198.5573,4,35.16
306.160925,19.771075,999.5935,4.397875,207.466825,631.5,159,6.25,796.75,561.25,147,708.25,981,192.9226,4,34.9
305.9714,20.0506,999.3706,4.3926,207.1146,615,151,6,772,550,140,690,953,186.6252,4,34.64
305.84845,20.276375,999.24135,4.282775,207.3618,554.75,154,5.75,714.5,500.25,144.75,644.75,913.75,179.6974,4.25,34.3075
305.7255,20.50215,999.1121,4.17295,207.609,494.5,157,5.5,657,450.5,149.5,599.5,874.5,172.1748,4.5,33.975
305.60255,20.727925,998.98285,4.063125,207.8562,434.25,160,5.25,599.5,400.75,154.25,554.25,835.25,164.0965,4.75,33.6425
305.4796,20.9537,998.8536,3.9533,208.1034,374,163,5,542,351,159,509,796,155.4998,5,33.31
305.178475,22.128575,998.719725,3.6617,210.199825,344.25,151.25,4.75,500,329.25,148.5,477,748.25,146.4301,5,32.9175
304.87735,23.30345,998.58585,3.3701,212.29625,314.5,139.5,4.5,458,307.5,138,445,700.5,136.9414,5,32.525
304.576225,24.478325,998.451975,3.0785,214.392675,284.75,127.75,4.25,416,285.75,127.5,413,652.75,127.0863,5,32.1325
304.2751,25.6532,998.3181,2.7869,216.4891,255,116,4,374,264,117,381,605,116.9636,5,31.74
303.6256,28.55975,998.2594,2.4958,222.87275,221.25,104.25,3.5,328,238,107,344.75,552.25,106.5568,5.25,32.4
302.9761,31.4663,998.2007,2.2047,229.2564,187.5,92.5,3,282,212,97,308.5,499.5,95.9657,5.5,33.06
302.3266,34.37285,998.142,1.9136,235.64005,153.75,80.75,2.5,236,186,87,272.25,446.75,85.2596,5.75,33.72
301.6771,37.2794,998.0833,1.6225,242.0237,120,69,2,190,160,77,236,394,74.513,6,34.38
301.102775,37.517,998.04705,1.574825,252.288375,92,61.5,1.75,154.5,128.25,69.5,197,339.5,63.8073,6,35.23
300.52845,37.7546,998.0108,1.52715,262.55305,64,54,1.5,119,96.5,62,158,285,53.2343,6,36.08
299.954125,37.9922,997.97455,1.479475,272.817725,36,46.5,1.25,83.5,64.75,54.5,119,230.5,42.9869,6,36.93
299.3798,38.2298,997.9383,1.4318,283.0824,8,39,1,48,33,47,80,176,33.1035,6,37.78
299.05265,38.28475,997.989125,1.59805,287.2964,6,30.75,0.75,37.5,24.75,36.75,61.75,134.75,23.8294,5.5,38.3425
298.7255,38.3397,998.03995,1.7643,291.5104,4,22.5,0.5,27,16.5,26.5,43.5,93.5,15.4799,5,38.905
298.39835,38.39465,998.090775,1.93055,295.7244,2,14.25,0.25,16.5,8.25,16.25,25.25,52.25,8.6307,4.5,39.4675
298.0712,38.4496,998.1416,2.0968,299.9384,0,6,0,6,0,6,7,11,3.6834,4,40.03
297.7238,39.37905,998.218275,2.377175,300.95925,0,4.5,0,4.5,0,4.5,5.25,8.25,0.2823,4.25,39.1775
297.3764,40.3085,998.29495,2.65755,301.9801,0,3,0,3,0,3,3.5,5.5,0,4.5,38.325
297.029,41.23795,998.371625,2.937925,303.00095,0,1.5,0,1.5,0,1.5,1.75,2.75,0,4.75,37.4725
296.6816,42.1674,998.4483,3.2183,304.0218,0,0,0,0,0,0,0,0,0,5,36.62
296.295575,43.614525,998.5129,3.46315,304.6477,0,0,0,0,0,0,0,0,0,5.25,37.3775
295.90955,45.06165,998.5775,3.708,305.2736,0,0,0,0,0,0,0,0,0,5.5,38.135
295.523525,46.508775,998.6421,3.95285,305.8995,0,0,0,0,0,0,0,0,0,5.75,38.8925
295.1375,47.9559,998.7067,4.1977,306.5254,0,0,0,0,0,0,0,0,0,6,39.65
294.789325,49.731625,998.7699,4.326325,306.78955,0,0,0,0,0,0,0,0,0,6.25,40.165
294.44115,51.50735,998.8331,4.45495,307.0537,0,0,0,0,0,0,0,0,0,6.5,40.68
294.092975,53.283075,998.8963,4.583575,307.31785,0,0,0,0,0,0,0,0,0,6.75,41.195
293.7448,55.0588,998.9595,4.7122,307.582,0,0,0,0,0,0,0,0,0,7,41.71
293.4825,56.88875,999.01985,4.7298,307.8535,0,0,0,0,0,0,0,0,0,7,39.795
293.2202,58.7187,999.0802,4.7474,308.125,0,0,0,0,0,0,0,0,0,7,37.88
292.9579,60.54865,999.14055,4.765,308.3965,0,0,0,0,0,0,0,0,0,7,35.965
292.6956,62.3786,999.2009,4.7826,308.668,0,0,0,0,0,0,0,0,0,7,34.05
292.508725,63.949025,999.23885,4.743775,308.6361,0,0,0,0,0,0,0,0,0,5,33.4175
292.32185,65.51945,999.2768,4.70495,308.6042,0,0,0,0,0,0,0,0,0,3,32.785
292.134975,67.089875,999.31475,4.666125,308.5723,0,0,0,0,0,0,0,0,0,1,32.1525
291.9481,68.6603,999.3527,4.6273,308.5404,0,0,0,0,0,0,0,0,0,-1,31.52
291.809775,69.5833,999.316675,4.554475,308.7286,0,0,0,0,0,0,0,0,0,-1,30.65
291.67145,70.5063,999.28065,4.48165,308.9168,0,0,0,0,0,0,0,0,0,-1,29.78
291.533125,71.4293,999.244625,4.408825,309.105,0,0,0,0,0,0,0,0,0,-1,28.91
291.3948,72.3523,999.2086,4.336,309.2932,0,0,0,0,0,0,0,0,0,-1,28.04
291.253725,72.865325,999.219375,4.30045,308.7828,0,0,0,0,0,0,0,0,0,-1,27.6475
291.11265,73.37835,999.23015,4.2649,308.2724,0,0,0,0,0,0,0,0,0,-1,27.255
290.971575,73.891375,999.240925,4.22935,307.762,0,0,0,0,0,0,0,0,0,-1,26.8625
290.8305,74.4044,999.2517,4.1938,307.2516,0,0,0,0,0,0,0,0,0,-1,26.47
290.67815,74.933275,999.374,4.259075,305.205625,0,0,0,0,0,0,0,0,0,-1,25.9575
290.5258,75.46215,999.4963,4.32435,303.15965,0,0,0,0,0,0,0,0,0,-1,25.445
290.37345,75.991025,999.6186,4.389625,301.113675,0,0,0,0,0,0,0,0,0,-1,24.9325
290.2211,76.5199,999.7409,4.4549,299.0677,0,0,0,0,0,0,0,0,0,-1,24.42
290.2054,76.53135,1000.038025,4.391875,296.938075,0,2,0,2,0,2.25,2.25,5,0,-1,23.81
290.1897,76.5428,1000.33515,4.32885,294.80845,0,4,0,4,0,4.5,4.5,10,0,-1,23.2
290.174,76.55425,1000.632275,4.265825,292.678825,0,6,0,6,0,6.75,6.75,15,0,-1,22.59
290.1583,76.5657,1000.9294,4.2028,290.5492,0,8,0,8,0,9,9,20,0,-1,21.98
290.264625,75.72465,1001.175225,4.1617,289.853475,3.5,16.75,0.25,20.5,10.75,19.75,30.5,65,0,-1,23.3325
290.37095,74.8836,1001.42105,4.1206,289.15775,7,25.5,0.5,33,21.5,30.5,52,110,1.1877,-1,24.685
290.477275,74.04255,1001.666875,4.0795,288.462025,10.5,34.25,0.75,45.5,32.25,41.25,73.5,155,5.4168,-1,26.0375
290.5836,73.2015,1001.9127,4.0384,287.7663,14,43,1,58,43,52,95,200,10.7167,-1,27.39
290.764775,72.04485,1002.1402,4.06875,286.593175,39.25,53,1.25,93.75,69,61.75,130.75,254.75,18.2186,-1,28.165
290.94595,70.8882,1002.3677,4.0991,285.42005,64.5,63,1.5,129.5,95,71.5,166.5,309.5,26.8589,-1,28.94
291.127125,69.73155,1002.5952,4.12945,284.246925,89.75,73,1.75,165.25,121,81.25,202.25,364.25,36.6419,-1,29.715
291.3083,68.5749,1002.8227,4.1598,283.0738,115,83,2,201,147,91,238,419,47.0013,-1,30.49
291.654125,66.995475,1002.986,4.20285,281.6438,93.5,97,2,193,117.5,104.25,221.75,471.5,57.8,-1,32.3575
291.99995,65.41605,1003.1493,4.2459,280.2138,72,111,2,185,88,117.5,205.5,524,68.8712,-1,34.225
292.345775,63.836625,1003.3126,4.28895,278.7838,50.5,125,2,177,58.5,130.75,189.25,576.5,80.07,-1,36.0925
292.6916,62.2572,1003.4759,4.332,277.3538,29,139,2,169,29,144,173,629,91.3111,-1,37.96
293.0952,60.008675,1003.561975,4.378425,275.61295,56.5,162.5,2.25,220.5,53.75,167,221,675.75,102.4901,-1,37.7725
293.4988,57.76015,1003.64805,4.42485,273.8721,84,186,2.5,272,78.5,190,269,722.5,113.5261,-1,37.585
293.9024,55.511625,1003.734125,4.471275,272.13125,111.5,209.5,2.75,323.5,103.25,213,317,769.25,124.3066,-1,37.3975
294.306,53.2631,1003.8202,4.5177,270.3904,139,233,3,375,128,236,365,816,134.7945,-1,37.21
294.706925,50.737475,1003.8275,4.548775,269.200225,115.5,234,3,352.5,106,238.5,345.25,854,144.9473,-1,37.4125
295.10785,48.21185,1003.8348,4.57985,268.01005,92,235,3,330,84,241,325.5,892,154.7089,-1,37.615
295.508775,45.686225,1003.8421,4.610925,266.819875,68.5,236,3,307.5,62,243.5,305.75,930,164.0267,-1,37.8175
295.9097,43.1606,1003.8494,4.642,265.6297,45,237,3,285,40,246,286,968,172.6437,-1,38.02
296.314975,41.037275,1003.81885,4.6095,264.77545,111.5,252.25,3.5,367.25,97.5,257.5,355,994.5,180.5196,-1,38.435
296.72025,38.91395,1003.7883,4.577,263.9212,178,267.5,4,449.5,155,269,424,1021,187.8103,-1,38.85
297.125525,36.790625,1003.75775,4.5445,263.06695,244.5,282.75,4.5,531.75,212.5,280.5,493,1047.5,194.478,-1,39.265
297.5308,34.6673,1003.7272,4.512,262.2127,311,298,5,614,270,292,562,1074,200.4883,-1,39.68
297.842675,33.135475,1003.7019,4.5004,261.762025,315.25,303,5.25,623.25,273,296.75,569.75,1087,205.8108,-1,42.0125
298.15455,31.60365,1003.6766,4.4888,261.31135,319.5,308,5.5,632.5,276,301.5,577.5,1100,210.4183,-1,44.345
298.466425,30.071825,1003.6513,4.4772,260.860675,323.75,313,5.75,641.75,279,306.25,585.25,1113,214.2875,-1,46.6775
298.7783,28.54,1003.626,4.4656,260.41,328,318,6,651,282,311,593,1126,217.3986,-1,49.01
298.89665,27.842075,1003.601875,4.458825,260.715675,373.25,306,6,684.5,321,297,618,1125.25,219.7357,-1,47.98
299.015,27.14415,1003.57775,4.45205,261.02135,418.5,294,6,718,360,283,643,1124.5,221.2871,-1,46.95
299.13335,26.446225,1003.553625,4.445275,261.327025,463.75,282,6,751.5,399,269,668,1123.75,222.0444,-1,45.92
299.2517,25.7483,1003.5295,4.4385,261.6327,509,270,6,785,438,255,693,1123,221.9321,-1,44.89
299.227325,25.513725,1003.536225,4.42695,262.618725,503.25,265.75,6,775,434.25,251,685.25,1107.75,220.9505,-1,44.8825
299.20295,25.27915,1003.54295,4.4154,263.60475,497.5,261.5,6,765,430.5,247,677.5,1092.5,219.1755,-1,44.875
299.178575,25.044575,1003.549675,4.40385,264.590775,491.75,257.25,6,755,426.75,243,669.75,1077.25,216.6156,-1,44.8675
299.1542,24.81,1003.5564,4.3923,265.5768,486,253,6,745,423,239,662,1062,213.2831,-1,44.86
299.00835,24.85635,1003.610525,4.415725,267.189675,499.75,234.5,6,740.25,438,221,659,1034,209.1941,-1,44.1
298.8625,24.9027,1003.66465,4.43915,268.80255,513.5,216,6,735.5,453,203,656,1006,204.3688,-1,43.34
298.71665,24.94905,1003.718775,4.462575,270.415425,527.25,197.5,6,730.75,468,185,653,978,198.8308,-1,42.58
298.5708,24.9954,1003.7729,4.486,272.0283,541,179,6,726,483,167,650,950,192.6073,-1,41.82
298.33135,25.2347,1003.820925,4.3949,273.886175,521.75,166.25,5.75,693.75,471,155.75,626.5,910.75,185.7295,-1,40.775
298.0919,25.474,1003.86895,4.3038,275.74405,502.5,153.5,5.5,661.5,459,144.5,603,871.5,178.2317,-1,39.73
297.85245,25.7133,1003.916975,4.2127,277.601925,483.25,140.75,5.25,629.25,447,133.25,579.5,832.25,170.1515,-1,38.685
297.613,25.9526,1003.965,4.1216,279.4598,464,128,5,597,435,122,556,793,161.4877,-1,37.64
297.289275,26.430875,1003.9798,3.9559,281.354125,383,129.5,4.5,516.75,361.5,125.75,486.5,745.25,152.2897,-1,37.975
296.96555,26.90915,1003.9946,3.7902,283.24845,302,131,4,436.5,288,129.5,417,697.5,142.6507,-1,38.31
296.641825,27.387425,1004.0094,3.6245,285.142775,221,132.5,3.5,356.25,214.5,133.25,347.5,649.75,132.6226,-1,38.645
296.3181,27.8657,1004.0242,3.4588,287.0371,140,134,3,276,141,137,278,602,122.2588,-1,38.98
295.746825,30.07685,1004.107175,3.27585,290.7788,123.5,122.75,2.75,248,130.75,127,257.5,549,111.5812,-1,39.2175
295.17555,32.288,1004.19015,3.0929,294.5205,107,111.5,2.5,220,120.5,117,237,496,100.6728,-1,39.455
294.604275,34.49915,1004.273125,2.90995,298.2622,90.5,100.25,2.25,192,110.25,107,216.5,443,89.619,-1,39.6925
294.033,36.7103,1004.3561,2.727,302.0039,74,89,2,164,100,97,196,390,78.4927,-1,39.93
293.52135,38.73635,1004.492025,2.632325,307.85335,57.5,76.25,1.75,134.75,82.75,84.25,166.25,335.25,67.3739,-1,39.9325
293.0097,40.7624,1004.62795,2.53765,313.7028,41,63.5,1.5,105.5,65.5,71.5,136.5,280.5,56.3531,-1,39.935
292.49805,42.78845,1004.763875,2.442975,319.55225,24.5,50.75,1.25,76.25,48.25,58.75,106.75,225.75,45.6163,-1,39.9375
291.9864,44.8145,1004.8998,2.3483,325.4017,8,38,1,47,31,46,77,171,35.2739,-1,39.94
291.7671,45.55085,1005.0041,2.267675,333.03775,6,29.75,0.75,36.5,23.25,36,59.25,130.75,25.6045,-1,39.93
291.5478,46.2872,1005.1084,2.18705,340.6738,4,21.5,0.5,26,15.5,26,41.5,90.5,16.7303,-1,39.92
291.3285,47.02355,1005.2127,2.106425,348.30985,2,13.25,0.25,15.5,7.75,16,23.75,50.25,9.3985,-1,39.91
291.1092,47.7599,1005.317,2.0258,355.9459,0,5,0,5,0,6,6,10,3.7772,-1,39.9
290.89355,47.797675,1005.275,2.032175,275.938,0,3.75,0,3.75,0,4.5,4.5,7.5,0.1766,-1,39.9925
290.6779,47.83545,1005.233,2.03855,195.9301,0,2.5,0,2.5,0,3,3,5,0,-1,40.085
290.46225,47.873225,1005.191,2.044925,115.9222,0,1.25,0,1.25,0,1.5,1.5,2.5,0,-1,40.1775
290.2466,47.911,1005.149,2.0513,35.9143,0,0,0,0,0,0,0,0,0,-1,40.27
290.056175,48.49015,1005.11765,2.149275,43.695075,0,0,0,0,0,0,0,0,0,-1,40.53
289.86575,49.0693,1005.0863,2.24725,51.47585,0,0,0,0,0,0,0,0,0,-1,40.79
289.675325,49.64845,1005.05495,2.345225,59.256625,0,0,0,0,0,0,0,0,0,-1,41.05
289.4849,50.2276,1005.0236,2.4432,67.0374,0,0,0,0,0,0,0,0,0,-1,41.31
289.383725,50.411525,1004.977225,2.52945,72.0055,0,0,0,0,0,0,0,0,0,-1,42.02
289.28255,50.59545,1004.93085,2.6157,76.9736,0,0,0,0,0,0,0,0,0,-1,42.73
289.181375,50.779375,1004.884475,2.70195,81.9417,0,0,0,0,0,0,0,0,0,-1,43.44
289.0802,50.9633,1004.8381,2.7882,86.9098,0,0,0,0,0,0,0,0,0,-1,44.15
289.0346,51.03325,1004.765775,2.844975,90.217625,0,0,0,0,0,0,0,0,0,-1,42.805
288.989,51.1032,1004.69345,2.90175,93.52545,0,0,0,0,0,0,0,0,0,-1,41.46
288.9434,51.17315,1004.621125,2.958525,96.833275,0,0,0,0,0,0,0,0,0,-1,40.115
288.8978,51.2431,1004.5488,3.0153,100.1411,0,0,0,0,0,0,0,0,0,-1,38.77
288.87875,51.1901,1004.441275,3.0534,102.7453,0,0,0,0,0,0,0,0,0,1,36.6775
288.8597,51.1371,1004.33375,3.0915,105.3495,0,0,0,0,0,0,0,0,0,3,34.585
288.84065,51.0841,1004.226225,3.1296,107.9537,0,0,0,0,0,0,0,0,0,5,32.4925
288.8216,51.0311,1004.1187,3.1677,110.5579,0,0,0,0,0,0,0,0,0,7,30.4
288.72475,51.121775,1003.9914,3.178775,112.9282,0,0,0,0,0,0,0,0,0,6,30.015
288.6279,51.21245,1003.8641,3.18985,115.2985,0,0,0,0,0,0,0,0,0,5,29.63
288.53105,51.303125,1003.7368,3.200925,117.6688,0,0,0,0,0,0,0,0,0,4,29.245
288.4342,51.3938,1003.6095,3.212,120.0391,0,0,0,0,0,0,0,0,0,3,28.86
288.277375,51.702875,1003.542125,3.161775,124.079675,0,0,0,0,0,0,0,0,0,2.75,28.6575
288.12055,52.01195,1003.47475,3.11155,128.12025,0,0,0,0,0,0,0,0,0,2.5,28.455
